                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     89,                 0.9058,                0.64138,                 1.0267,                 1.0153,                0.74192,                 1.0464,                 0.5991,                0.65361,                0.60528,                0.36692,                 1.1492,                 1.1989,                 1.2252,                 1.1941,                 1.3815,                 1.2083,             0.00063255,             0.00063255,             0.00063255
                     90,                0.90682,                0.64369,                 1.0277,                 1.0241,                0.74218,                 1.0497,                0.62517,                0.66641,                0.62373,                0.37751,                 1.1284,                 1.1715,                 1.2213,                 1.1667,                   1.36,                 1.2028,             0.00062705,             0.00062705,             0.00062705
                     91,                0.90885,                0.64866,                 1.0282,                 1.0194,                 0.7491,                 1.0485,                0.61674,                0.64422,                0.60963,                0.35989,                 1.1493,                 1.2897,                 1.2337,                 1.1904,                 1.4826,                  1.216,             0.00062155,             0.00062155,             0.00062155
                     92,                0.89888,                0.64123,                 1.0272,                 1.0109,                0.73689,                 1.0482,                0.62019,                0.65237,                0.61912,                0.37066,                 1.1371,                 1.2202,                 1.2358,                 1.1801,                 1.4309,                 1.2103,             0.00061605,             0.00061605,             0.00061605
                     93,                0.89591,                0.63547,                 1.0229,                 1.0065,                0.73779,                 1.0417,                0.61234,                0.63819,                0.60131,                0.36652,                 1.1636,                 1.2812,                  1.255,                 1.1975,                 1.4919,                 1.2304,             0.00061055,             0.00061055,             0.00061055
                     94,                0.90259,                0.63941,                 1.0278,                 1.0143,                0.73754,                  1.048,                0.61768,                0.63199,                0.60608,                0.36833,                 1.1493,                 1.2185,                 1.2208,                 1.1957,                  1.425,                 1.2112,             0.00060505,             0.00060505,             0.00060505
                     95,                0.90477,                0.63979,                 1.0255,                 1.0172,                 0.7422,                 1.0475,                0.62301,                0.63186,                0.60099,                 0.3605,                 1.1473,                 1.2617,                  1.228,                 1.1851,                 1.4774,                 1.2168,             0.00059955,             0.00059955,             0.00059955
                     96,                0.89729,                0.63065,                 1.0264,                  1.012,                0.72537,                 1.0496,                0.60232,                0.64811,                0.60759,                0.37142,                 1.1328,                 1.2729,                 1.2183,                 1.1759,                 1.4852,                 1.2067,             0.00059405,             0.00059405,             0.00059405
                     97,                0.90363,                0.63818,                  1.029,                 1.0122,                0.73289,                 1.0503,                0.59411,                0.62827,                0.59556,                0.36202,                 1.1438,                 1.2983,                 1.2276,                 1.1884,                 1.5033,                  1.223,             0.00058855,             0.00058855,             0.00058855
                     98,                0.89386,                0.63282,                 1.0246,                 1.0025,                0.73129,                 1.0468,                0.60318,                0.64143,                0.60201,                0.36605,                 1.1415,                 1.2456,                 1.2337,                 1.1716,                  1.474,                 1.2115,             0.00058305,             0.00058305,             0.00058305
                     99,                0.88779,                  0.622,                 1.0181,                0.99997,                0.70693,                 1.0398,                0.60954,                0.63793,                0.60598,                0.36844,                 1.1541,                 1.2946,                 1.2338,                 1.1949,                 1.5083,                 1.2185,             0.00057755,             0.00057755,             0.00057755
                    100,                0.89968,                 0.6248,                 1.0244,                  1.009,                0.71184,                 1.0443,                0.59589,                0.64495,                0.60309,                0.36802,                  1.153,                  1.255,                 1.2279,                 1.1909,                 1.4515,                 1.2102,             0.00057205,             0.00057205,             0.00057205
                    101,                 0.8901,                0.61797,                 1.0165,                 1.0019,                0.71154,                 1.0371,                0.60598,                0.65751,                0.59961,                0.36082,                 1.1546,                 1.2968,                 1.2458,                 1.1949,                 1.5002,                 1.2263,             0.00056655,             0.00056655,             0.00056655
                    102,                0.89077,                0.62008,                 1.0203,                0.99734,                0.71035,                 1.0415,                0.63427,                0.64279,                 0.6096,                0.36484,                 1.1604,                 1.2942,                 1.2438,                 1.1976,                  1.509,                 1.2261,             0.00056105,             0.00056105,             0.00056105
                    103,                0.88023,                0.60603,                 1.0118,                0.98698,                0.68776,                 1.0313,                0.62944,                0.64443,                  0.615,                0.37117,                 1.1706,                  1.266,                 1.2547,                 1.2023,                 1.4863,                 1.2354,             0.00055556,             0.00055556,             0.00055556
                    104,                0.89335,                0.62482,                 1.0197,                 1.0078,                0.72365,                 1.0411,                0.62647,                0.65265,                0.61964,                 0.3776,                 1.1298,                 1.1826,                 1.2249,                 1.1756,                 1.3892,                 1.2124,             0.00055006,             0.00055006,             0.00055006
                    105,                0.88203,                0.61541,                  1.015,                0.99039,                0.70418,                 1.0349,                0.61193,                0.64331,                 0.6164,                0.37156,                 1.1631,                 1.1985,                  1.248,                 1.1967,                 1.4236,                 1.2207,             0.00054456,             0.00054456,             0.00054456
                    106,                0.88107,                0.61216,                 1.0173,                0.98609,                0.70161,                 1.0365,                0.60815,                0.63547,                0.60012,                0.36072,                 1.1597,                 1.2988,                 1.2349,                 1.1897,                  1.525,                 1.2107,             0.00053906,             0.00053906,             0.00053906
                    107,                0.88805,                0.61511,                 1.0157,                0.99587,                0.70462,                 1.0347,                0.61356,                0.65739,                0.60915,                0.36845,                 1.1499,                  1.228,                 1.2299,                 1.1938,                 1.4287,                 1.2142,             0.00053356,             0.00053356,             0.00053356
                    108,                0.88363,                0.61052,                  1.014,                0.99345,                0.70198,                 1.0366,                0.60657,                0.62765,                0.58529,                0.35501,                 1.1634,                 1.2968,                 1.2591,                  1.205,                 1.5155,                  1.236,             0.00052806,             0.00052806,             0.00052806
                    109,                   0.88,                0.60064,                  1.013,                0.98769,                0.68693,                 1.0333,                0.63563,                0.61994,                0.60438,                0.36456,                 1.1685,                   1.29,                 1.2509,                 1.2001,                 1.5098,                 1.2253,             0.00052256,             0.00052256,             0.00052256
                    110,                0.88032,                0.60537,                 1.0118,                0.98457,                0.69158,                 1.0305,                0.61942,                0.64719,                0.60483,                 0.3657,                  1.167,                 1.2517,                 1.2567,                 1.2024,                 1.4646,                 1.2313,             0.00051706,             0.00051706,             0.00051706
                    111,                 0.8726,                0.58787,                 1.0078,                 0.9862,                0.67226,                 1.0286,                0.61122,                0.61897,                0.59628,                0.36371,                 1.1782,                 1.2522,                 1.2492,                 1.2161,                 1.4736,                 1.2289,             0.00051156,             0.00051156,             0.00051156
                    112,                0.87849,                0.60626,                 1.0142,                0.98542,                0.69884,                 1.0355,                0.59365,                0.64653,                0.59849,                0.35988,                 1.2023,                 1.3276,                 1.2796,                 1.2302,                 1.5529,                 1.2468,             0.00050606,             0.00050606,             0.00050606
                    113,                0.87331,                0.60183,                 1.0143,                0.98316,                0.68825,                 1.0327,                0.62723,                0.63344,                0.60611,                0.36599,                 1.1804,                 1.2506,                 1.2394,                 1.2189,                 1.4508,                 1.2232,             0.00050056,             0.00050056,             0.00050056
                    114,                0.88191,                0.60157,                 1.0147,                0.98784,                0.69187,                 1.0342,                0.62285,                0.64569,                0.60928,                0.37039,                 1.1649,                 1.2085,                 1.2533,                 1.1958,                 1.4098,                 1.2281,             0.00049506,             0.00049506,             0.00049506
                    115,                0.87055,                0.59438,                 1.0101,                0.98105,                0.68772,                 1.0315,                0.60928,                0.64902,                0.60657,                0.36909,                 1.1723,                 1.2705,                 1.2488,                 1.1998,                 1.5036,                 1.2257,             0.00048956,             0.00048956,             0.00048956
                    116,                 0.8673,                0.58947,                 1.0059,                0.97304,                0.66591,                 1.0241,                 0.6219,                0.64999,                0.61155,                0.36537,                 1.1779,                 1.2225,                  1.272,                  1.206,                 1.4453,                 1.2392,             0.00048406,             0.00048406,             0.00048406
                    117,                 0.8723,                0.59663,                 1.0094,                0.98441,                0.68392,                 1.0304,                0.62444,                0.65544,                 0.6197,                0.36508,                 1.1724,                 1.2357,                 1.2429,                 1.2151,                 1.4506,                 1.2253,             0.00047856,             0.00047856,             0.00047856
                    118,                0.86484,                0.58142,                 1.0055,                0.97597,                0.65838,                 1.0253,                0.61432,                0.65077,                0.61168,                0.36999,                 1.1617,                  1.257,                  1.262,                 1.1973,                 1.4846,                 1.2339,             0.00047306,             0.00047306,             0.00047306
                    119,                0.86658,                0.58433,                 1.0076,                0.97486,                0.66469,                  1.028,                0.60913,                0.63558,                0.60151,                 0.3616,                 1.1802,                 1.2578,                 1.2583,                 1.2169,                  1.491,                 1.2355,             0.00046756,             0.00046756,             0.00046756
                    120,                0.86367,                0.58921,                 1.0071,                 0.9737,                0.67423,                 1.0292,                0.62138,                0.63858,                 0.6103,                0.36806,                 1.1812,                 1.2577,                 1.2552,                 1.2123,                  1.485,                 1.2313,             0.00046206,             0.00046206,             0.00046206
                    121,                  0.864,                0.58834,                 1.0051,                0.97517,                0.66933,                 1.0269,                0.60678,                  0.632,                0.60618,                0.36502,                  1.178,                 1.2756,                 1.2551,                 1.2147,                 1.4885,                 1.2331,             0.00045657,             0.00045657,             0.00045657
                    122,                0.85786,                0.57749,                 1.0033,                0.96535,                0.65424,                 1.0246,                 0.6265,                 0.6423,                0.60906,                0.36235,                 1.1918,                 1.2921,                 1.2692,                 1.2305,                 1.5198,                 1.2456,             0.00045107,             0.00045107,             0.00045107
                    123,                0.86803,                0.58365,                 1.0068,                0.97805,                0.66352,                 1.0274,                0.62682,                0.65909,                0.61528,                0.36879,                 1.1761,                 1.2434,                  1.264,                 1.2111,                 1.4622,                 1.2375,             0.00044557,             0.00044557,             0.00044557
                    124,                 0.8694,                0.59054,                 1.0115,                0.97621,                0.67559,                 1.0323,                 0.6368,                0.63655,                0.61414,                0.36866,                 1.1825,                 1.2137,                 1.2607,                 1.2124,                 1.4377,                 1.2347,             0.00044007,             0.00044007,             0.00044007
                    125,                0.85969,                0.57839,                 1.0038,                0.97206,                0.65735,                 1.0241,                0.62877,                0.64251,                0.60491,                0.36637,                 1.1753,                 1.2832,                 1.2747,                 1.2034,                 1.5355,                 1.2397,             0.00043457,             0.00043457,             0.00043457
                    126,                0.85822,                0.57275,                      1,                0.96639,                0.64616,                 1.0211,                0.62226,                0.65665,                0.60684,                0.36688,                 1.1641,                 1.2679,                 1.2664,                 1.2036,                 1.4971,                 1.2399,             0.00042907,             0.00042907,             0.00042907
                    127,                0.86001,                0.57409,                 1.0025,                0.96645,                0.65321,                 1.0226,                0.62018,                0.64164,                0.60702,                0.36103,                  1.191,                 1.2982,                 1.2673,                 1.2219,                 1.5481,                 1.2417,             0.00042357,             0.00042357,             0.00042357
                    128,                0.86064,                0.57362,                 1.0038,                0.97008,                0.66209,                 1.0265,                0.60496,                0.65601,                0.60313,                0.36103,                 1.2044,                 1.2854,                 1.2816,                 1.2357,                 1.5337,                 1.2521,             0.00041807,             0.00041807,             0.00041807
                    129,                0.86104,                0.57726,                 1.0063,                0.97211,                0.65841,                 1.0283,                0.61196,                0.64176,                0.59256,                0.35874,                 1.1884,                  1.284,                 1.2766,                 1.2208,                 1.5253,                 1.2472,             0.00041257,             0.00041257,             0.00041257
                    130,                0.85351,                0.57181,                0.99842,                0.96012,                0.64926,                 1.0184,                0.63388,                0.64413,                0.61594,                0.37022,                 1.1754,                 1.2675,                  1.251,                 1.2139,                 1.4909,                 1.2302,             0.00040707,             0.00040707,             0.00040707
                    131,                0.85473,                0.56944,                 1.0012,                 0.9635,                 0.6494,                 1.0203,                0.62014,                0.65739,                0.61751,                0.37012,                 1.1822,                 1.2853,                 1.2699,                 1.2177,                 1.5094,                 1.2453,             0.00040157,             0.00040157,             0.00040157
                    132,                 0.8517,                0.56828,                 1.0009,                0.95905,                0.64996,                 1.0204,                0.62431,                0.65299,                0.61371,                0.36716,                 1.1757,                 1.2801,                 1.2704,                 1.2192,                 1.4965,                 1.2475,             0.00039607,             0.00039607,             0.00039607
                    133,                0.85956,                0.57267,                 1.0052,                0.96685,                0.65242,                 1.0257,                0.62795,                0.64413,                0.60678,                0.36098,                 1.1912,                 1.3178,                 1.2795,                 1.2231,                 1.5651,                 1.2516,             0.00039057,             0.00039057,             0.00039057
                    134,                0.84759,                0.56348,                0.99571,                0.95449,                0.63893,                 1.0152,                0.61436,                0.63188,                0.58753,                0.34788,                 1.2224,                 1.3746,                 1.3031,                 1.2443,                 1.6261,                 1.2648,             0.00038507,             0.00038507,             0.00038507
                    135,                0.84826,                0.56251,                 1.0019,                0.95526,                0.64042,                 1.0226,                0.62491,                0.65315,                0.60636,                0.35918,                 1.1951,                 1.2608,                  1.281,                 1.2296,                 1.4867,                 1.2523,             0.00037957,             0.00037957,             0.00037957
                    136,                0.85101,                0.56624,                 1.0014,                0.95895,                0.64628,                 1.0222,                0.63618,                0.63505,                0.61223,                 0.3657,                 1.2151,                 1.2841,                  1.293,                 1.2407,                 1.5277,                 1.2589,             0.00037407,             0.00037407,             0.00037407
                    137,                0.84495,                0.55613,                0.99594,                0.95288,                0.62487,                 1.0154,                0.63645,                 0.6336,                0.60801,                0.36603,                 1.1901,                 1.2926,                 1.2716,                 1.2241,                 1.5304,                 1.2432,             0.00036857,             0.00036857,             0.00036857
                    138,                0.84725,                0.56398,                 1.0006,                0.95667,                0.64735,                 1.0245,                0.65043,                0.64565,                0.61511,                0.37114,                 1.1806,                 1.2617,                 1.2792,                 1.2221,                 1.4942,                 1.2518,             0.00036307,             0.00036307,             0.00036307
                    139,                 0.8424,                0.55193,                0.99413,                0.94908,                0.62219,                 1.0151,                0.62402,                0.64404,                0.60541,                 0.3651,                 1.1988,                 1.2929,                 1.2858,                 1.2274,                 1.5386,                 1.2509,             0.00035758,             0.00035758,             0.00035758
                    140,                0.84203,                0.55453,                0.99272,                0.94966,                0.62275,                 1.0133,                 0.6287,                0.63469,                0.60292,                0.36096,                 1.1976,                 1.2802,                 1.2808,                 1.2356,                 1.5228,                 1.2519,             0.00035208,             0.00035208,             0.00035208
                    141,                0.83283,                0.54776,                0.99041,                0.93155,                0.60953,                 1.0077,                0.62673,                0.64045,                0.59898,                0.36191,                 1.1922,                  1.278,                 1.2807,                 1.2277,                 1.5227,                 1.2516,             0.00034658,             0.00034658,             0.00034658
                    142,                0.83292,                0.54915,                0.99088,                0.93917,                0.62003,                 1.0114,                0.63194,                0.64051,                0.61226,                0.36932,                  1.181,                 1.2737,                 1.2656,                 1.2154,                 1.5195,                 1.2394,             0.00034108,             0.00034108,             0.00034108
                    143,                0.83976,                0.54639,                0.99344,                0.94542,                0.61862,                 1.0145,                0.62529,                 0.6418,                0.60837,                0.36658,                 1.1907,                 1.2877,                 1.2793,                 1.2221,                 1.5273,                 1.2534,             0.00033558,             0.00033558,             0.00033558
                    144,                0.83581,                0.54616,                0.99291,                0.94021,                0.61674,                 1.0134,                0.63339,                 0.6293,                0.60167,                0.36118,                 1.2036,                  1.343,                 1.2898,                 1.2308,                    1.6,                 1.2584,             0.00033008,             0.00033008,             0.00033008
                    145,                0.83955,                0.55112,                0.99442,                0.94799,                0.62634,                 1.0153,                0.64639,                0.62361,                 0.6021,                0.36479,                 1.1907,                 1.2494,                 1.2756,                 1.2205,                 1.4983,                 1.2456,             0.00032458,             0.00032458,             0.00032458
                    146,                0.83509,                0.54742,                0.99246,                0.94241,                0.61789,                 1.0119,                0.64519,                0.63412,                0.60549,                0.36214,                  1.197,                  1.285,                 1.3046,                 1.2332,                 1.5371,                 1.2727,             0.00031908,             0.00031908,             0.00031908
                    147,                0.82924,                0.53781,                0.98695,                0.93473,                 0.5998,                  1.005,                0.62745,                0.64641,                0.60874,                0.36673,                 1.1956,                 1.2748,                 1.2873,                 1.2292,                 1.5296,                 1.2586,             0.00031358,             0.00031358,             0.00031358
                    148,                 0.8265,                0.53974,                0.99151,                0.92825,                0.60479,                 1.0105,                0.63593,                0.64324,                0.61281,                0.36799,                 1.1973,                 1.2929,                 1.2854,                 1.2254,                 1.5445,                 1.2521,             0.00030808,             0.00030808,             0.00030808
                    149,                0.83038,                0.53958,                0.98546,                0.93559,                0.60507,                 1.0039,                0.61323,                0.66648,                0.61383,                0.36802,                 1.2032,                 1.2593,                 1.2939,                 1.2337,                 1.5074,                 1.2591,             0.00030258,             0.00030258,             0.00030258
                    150,                0.82715,                 0.5436,                0.98836,                 0.9311,                0.61115,                 1.0079,                 0.6246,                0.64765,                0.60266,                 0.3571,                  1.224,                 1.3235,                 1.3051,                 1.2451,                 1.5846,                 1.2686,             0.00029708,             0.00029708,             0.00029708
                    151,                0.82352,                0.53314,                0.98532,                0.92798,                0.60308,                 1.0063,                0.62267,                0.64939,                0.60529,                0.36061,                 1.2079,                 1.3011,                 1.3016,                 1.2324,                 1.5573,                 1.2628,             0.00029158,             0.00029158,             0.00029158
                    152,                0.82136,                 0.5287,                0.98356,                0.92492,                 0.5865,                 1.0036,                 0.6246,                0.65023,                0.61137,                0.36547,                 1.1984,                 1.2602,                 1.2927,                 1.2285,                 1.5115,                 1.2609,             0.00028608,             0.00028608,             0.00028608
                    153,                0.82347,                0.53243,                 0.9848,                0.92618,                0.59261,                 1.0058,                0.62535,                0.65465,                 0.6068,                0.36256,                 1.2089,                 1.2896,                 1.3049,                 1.2346,                 1.5553,                  1.269,             0.00028058,             0.00028058,             0.00028058
                    154,                0.82271,                0.53147,                0.98525,                0.92426,                0.59112,                 1.0062,                0.62854,                0.64328,                0.60287,                0.36201,                 1.2087,                 1.2742,                 1.2933,                 1.2374,                 1.5476,                 1.2648,             0.00027508,             0.00027508,             0.00027508
                    155,                0.82342,                0.53616,                 0.9873,                0.92945,                0.60828,                 1.0099,                0.63448,                0.64227,                 0.6157,                0.36901,                 1.1966,                 1.2394,                 1.2829,                 1.2277,                 1.4966,                 1.2595,             0.00026958,             0.00026958,             0.00026958
                    156,                0.81996,                 0.5281,                0.98325,                0.92042,                 0.5935,                 1.0035,                0.63692,                0.64016,                0.61402,                0.36515,                  1.209,                  1.253,                 1.2963,                 1.2379,                 1.4994,                 1.2657,             0.00026408,             0.00026408,             0.00026408
                    157,                 0.8224,                0.53159,                0.98322,                0.92438,                0.59068,                 1.0026,                0.63686,                0.64267,                0.61009,                0.36198,                 1.2124,                 1.2407,                 1.3133,                 1.2456,                 1.4845,                 1.2762,             0.00025859,             0.00025859,             0.00025859
                    158,                0.81884,                0.53218,                0.98511,                0.92351,                 0.5956,                 1.0052,                0.61707,                 0.6536,                0.60866,                0.36236,                 1.2169,                 1.2846,                 1.3055,                 1.2485,                 1.5425,                 1.2718,             0.00025309,             0.00025309,             0.00025309
                    159,                 0.8247,                0.52891,                0.98699,                0.92969,                0.58985,                 1.0064,                0.62848,                0.66002,                0.62162,                0.37124,                 1.2006,                 1.2785,                  1.293,                  1.234,                 1.5301,                 1.2627,             0.00024759,             0.00024759,             0.00024759
                    160,                0.81698,                 0.5248,                 0.9788,                 0.9192,                0.58165,                0.99857,                0.63146,                0.65372,                0.61813,                0.36807,                 1.2091,                 1.2632,                 1.3007,                 1.2378,                 1.5241,                 1.2688,             0.00024209,             0.00024209,             0.00024209
                    161,                0.81413,                0.52213,                0.98381,                0.91766,                0.58555,                 1.0051,                0.63893,                0.64248,                0.61653,                0.36988,                 1.1954,                 1.2495,                 1.2821,                 1.2305,                 1.5053,                 1.2557,             0.00023659,             0.00023659,             0.00023659
                    162,                0.82196,                0.53138,                0.98648,                0.92269,                0.59589,                 1.0063,                0.63672,                0.64467,                0.61472,                0.37045,                 1.1915,                 1.2323,                 1.2928,                 1.2266,                 1.4746,                 1.2632,             0.00023109,             0.00023109,             0.00023109
                    163,                0.81785,                 0.5252,                0.98261,                0.92003,                0.58542,                 1.0029,                0.61905,                0.64688,                0.60878,                0.36554,                 1.2162,                 1.2935,                 1.3054,                 1.2431,                 1.5588,                 1.2701,             0.00022559,             0.00022559,             0.00022559
                    164,                 0.8151,                0.52359,                0.98049,                0.92027,                0.58835,                 1.0012,                0.62457,                0.63336,                  0.597,                0.35784,                 1.2232,                 1.3094,                 1.3136,                 1.2454,                  1.589,                 1.2732,             0.00022009,             0.00022009,             0.00022009
                    165,                0.82117,                0.52994,                0.98663,                0.92622,                0.60131,                  1.008,                0.62273,                0.64788,                0.60377,                0.36426,                 1.2212,                 1.2747,                 1.3042,                 1.2463,                 1.5542,                 1.2659,             0.00021459,             0.00021459,             0.00021459
                    166,                0.81405,                0.52311,                0.98431,                0.91586,                0.58922,                 1.0035,                 0.6267,                0.65427,                0.60815,                0.36297,                 1.2251,                  1.298,                 1.3111,                 1.2486,                 1.5733,                 1.2747,             0.00020909,             0.00020909,             0.00020909
                    167,                0.80482,                0.50916,                0.97402,                0.90798,                0.56784,                0.99213,                0.62805,                0.64164,                0.60306,                0.35934,                 1.2223,                 1.3126,                 1.3061,                 1.2488,                 1.5933,                 1.2727,             0.00020359,             0.00020359,             0.00020359
                    168,                0.80576,                0.51553,                0.97801,                0.90495,                0.57292,                0.99782,                0.64145,                0.64717,                 0.6092,                 0.3652,                  1.207,                 1.2911,                 1.2945,                 1.2438,                 1.5488,                 1.2666,             0.00019809,             0.00019809,             0.00019809
                    169,                0.81307,                0.51935,                0.98071,                 0.9188,                0.58567,                 1.0037,                0.64068,                0.64635,                0.61159,                0.36812,                 1.2048,                 1.2551,                 1.2987,                 1.2358,                 1.5112,                 1.2647,             0.00019259,             0.00019259,             0.00019259
                    170,                0.80657,                0.51448,                0.97907,                0.91058,                0.57743,                 1.0012,                0.64006,                0.64233,                0.60716,                0.36517,                 1.2072,                 1.2707,                 1.2967,                 1.2385,                 1.5418,                 1.2623,             0.00018709,             0.00018709,             0.00018709
                    171,                0.80483,                0.51191,                0.97475,                0.91059,                0.57481,                0.99625,                0.62721,                0.64675,                0.60681,                0.36613,                 1.2102,                 1.2715,                 1.2962,                 1.2387,                 1.5438,                 1.2614,             0.00018159,             0.00018159,             0.00018159
                    172,                0.80145,                0.51165,                0.97516,                0.90488,                0.57359,                0.99664,                0.64344,                0.62592,                0.60512,                0.36176,                  1.212,                  1.306,                 1.3001,                  1.241,                 1.5883,                 1.2627,             0.00017609,             0.00017609,             0.00017609
                    173,                0.80793,                0.51404,                0.97852,                0.90738,                0.57316,                0.99761,                0.61862,                0.65545,                0.60375,                0.35824,                 1.2249,                 1.3089,                 1.3191,                 1.2471,                 1.6002,                 1.2745,             0.00017059,             0.00017059,             0.00017059
                    174,                0.79798,                0.50718,                 0.9728,                0.90058,                 0.5676,                0.99261,                0.62682,                 0.6602,                0.60672,                0.36163,                 1.2164,                 1.2887,                  1.309,                 1.2393,                 1.5691,                 1.2654,             0.00016509,             0.00016509,             0.00016509
                    175,                0.80193,                 0.5061,                0.97674,                0.90557,                0.56842,                0.99683,                0.62913,                0.65282,                0.60835,                0.36184,                 1.2159,                 1.2902,                 1.3048,                 1.2379,                 1.5634,                 1.2623,              0.0001596,              0.0001596,              0.0001596
                    176,                0.79818,                0.50681,                0.97636,                0.89952,                0.56736,                0.99531,                0.64768,                0.63749,                0.61145,                0.36458,                 1.2192,                 1.2864,                 1.3123,                 1.2461,                 1.5475,                 1.2745,              0.0001541,              0.0001541,              0.0001541
                    177,                0.80267,                0.50291,                 0.9765,                0.90506,                0.56249,                0.99544,                 0.6339,                0.64663,                0.60902,                0.36253,                 1.2212,                  1.288,                 1.3125,                 1.2464,                 1.5631,                 1.2735,              0.0001486,              0.0001486,              0.0001486
